Path,SteerAngle,Throttle,Brake,Speed,X_Position,Y_Position,Pitch,Yaw,Roll
/home/baybuntu/Documents/Classes/Udacity/RoboND1/RoboND-Rover-Project/myData/IMG/robocam_2017_06_06_21_16_17_935.jpg,0,1,0,3.69106,106.542,92.4596,1.42241,44.82412,-0.001667507
/home/baybuntu/Documents/Classes/Udacity/RoboND1/RoboND-Rover-Project/myData/IMG/robocam_2017_06_06_21_16_18_002.jpg,0,1,0,3.729856,106.7021,92.61732,1.424596,44.80581,-0.001690567
/home/baybuntu/Documents/Classes/Udacity/RoboND1/RoboND-Rover-Project/myData/IMG/robocam_2017_06_06_21_16_18_068.jpg,0,1,0,3.78078,106.8639,92.77665,1.429404,44.78822,-0.001217807
/home/baybuntu/Documents/Classes/Udacity/RoboND1/RoboND-Rover-Project/myData/IMG/robocam_2017_06_06_21_16_18_135.jpg,0,1,0,3.819671,107.0823,92.99148,1.434033,44.76075,-0.001720786
/home/baybuntu/Documents/Classes/Udacity/RoboND1/RoboND-Rover-Project/myData/IMG/robocam_2017_06_06_21_16_18_203.jpg,0,1,0,3.85806,107.248,93.15439,1.434858,44.7417,-0.001725324
/home/baybuntu/Documents/Classes/Udacity/RoboND1/RoboND-Rover-Project/myData/IMG/robocam_2017_06_06_21_16_18_268.jpg,0,1,0,3.90882,107.4155,93.31892,1.440446,44.72179,-0.001631383
/home/baybuntu/Documents/Classes/Udacity/RoboND1/RoboND-Rover-Project/myData/IMG/robocam_2017_06_06_21_16_18_335.jpg,0,1,0,3.946913,107.6413,93.54063,1.4437,44.69558,-0.001285924
/home/baybuntu/Documents/Classes/Udacity/RoboND1/RoboND-Rover-Project/myData/IMG/robocam_2017_06_06_21_16_18_402.jpg,0,1,0,3.984179,107.8127,93.70867,1.446237,44.67366,-0.001659998
/home/baybuntu/Documents/Classes/Udacity/RoboND1/RoboND-Rover-Project/myData/IMG/robocam_2017_06_06_21_16_18_468.jpg,0,1,0,4.034399,107.9857,93.8783,1.451772,44.65299,-0.001296231
/home/baybuntu/Documents/Classes/Udacity/RoboND1/RoboND-Rover-Project/myData/IMG/robocam_2017_06_06_21_16_18_535.jpg,-1.983118,1,0,4.072458,108.2194,94.10645,1.456677,44.53932,-0.0008238375
/home/baybuntu/Documents/Classes/Udacity/RoboND1/RoboND-Rover-Project/myData/IMG/robocam_2017_06_06_21_16_18_601.jpg,-5.993342,1,0,4.109022,108.3982,94.27744,1.454573,44.04576,0.0005166996
/home/baybuntu/Documents/Classes/Udacity/RoboND1/RoboND-Rover-Project/myData/IMG/robocam_2017_06_06_21_16_18_668.jpg,-9.974341,1,0,4.156798,108.5809,94.44683,1.432397,43.06575,-0.0001802026
/home/baybuntu/Documents/Classes/Udacity/RoboND1/RoboND-Rover-Project/myData/IMG/robocam_2017_06_06_21_16_18_735.jpg,-14.03124,1,0,4.189991,108.8331,94.66566,1.330252,40.8625,359.8708
